FondsID,SubfondsID,SeriesID,Container,No,Title Original,Title English,Date of Creation (YYYY),Date of Creation (MM),Date of Creation (DD),Date of Creation2 (YYYY),Date of Creation2 (MM),Date of Creation2 (DD),Creator,Collector,Type,Genre,Extent,Description Level,Language,Description/Annotation/Abstract,Temporal Coverage1 (YYYY),Temporal Coverage2 (YYYY),Spatial Coverage1,Spatial Coverage2,Spatial Coverage3,Geo Coordinates,"Subject (Event, Topic, Corporate body, Location outside of YU)",Subject (Person),Privacy/Access,Internal Note,Preview
,,,,,,,,,,,,,,,,,,,,,,,,,Beograd,"44.786568,20.448923",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Sarajevo,"43.856259,18.413076",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Srebrenica,"44.103976,19.299722",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Žepa,"43.953531,19.133135",,,,,
205,4,120,8,6,Politics: Foreign Relations: USA [United States of America],,1992,0,0,1992,0,0,The Journal of Commerce|The Los Angeles Times|The Guardian|Politika|Večernji List|The Boston Globe|Borba|The New York Times|International Herald Tribune|Washington Post|NIN|Vjesnik|Neue Zürcher Zeitung|Frankfurter Algemeine Zeitung|The London Times|The Chicago Tribune|Novi Vjesnik|Washington Times|,Open Media Research Institute,Textual,press clippings|agency news|,135,Folder,English|Serbian|German|Croatian|,"US moves towards recognizing republics from Yugoslavia|Vladislav Jovanović visits USA|USA recognized the independence of Croatia|US announces severe measures against Serbia in case the aggression on Bosnia and Herzegovina is not immediately stopped|US and the European Community break ties with Belgrade|US accuses Serbia of being aggressor in ethnic fighting|Washington is willing to delay the diplomatic isolation of Serbia|US is frustrated by the lack of progress in the Yugoslav conflict|James Baker announces new sanctions against Belgrade|Red Cross convoy heading for Sarajevo was attacked by Serbian gunmen|Experts warn that US force in Yugoslavia could lead to a bloody civil war|US takes step towards military intervention in Yugoslavia|Interview with Warren Zimmerman , ex-US ambassador in Yugoslavia| ",1992,1992,,,Beograd,"44.786568,20.448923",Economic sanctions|US foreign policy|Recognition|Independence|DS (Democratic Party)|European Community|Military agression|CSCE (Conference on Security and Co-operation in Europe)|NATO (North Atlantic Treaty Organization)|JNA (Yugoslav People’s Army)|Peace keeping|Peacekeepers|Peacemakers|United Nations| UNPROFOR (The United Nations Protection Force)|Military intervention|Isolation|Economic sanctions|Humanitarian aid|Red Cross|Refugees|Violence|,"Baker, James|Kozyrev, Andrei|Lord Carrington, Peter|Bush Herbert Walker, George|Gompert, David|Eagleburger, Lawrence|Vance, Cyrus|Zimmerman, Warren|Kornblum, John|Johnson, Ralph|Boutros-Ghali, Boutros|Delich Bentley, Helen|Goulding, Marrack|Rodman, Peter|Donnorummo, Robert|Đinđić, Zoran|Drašković, Vuk|Milošević, Slobodan|Tuđman, Franjo|Izetbegović, Alija|Kukanjac, Milutin|Karadžić, Radovan|Panić, Života|Gavrilović, Majk|Jokanović, Vukašin|Silajdžić, Haris|Ramljak, Milan|Banac, Ivo|",,,
,,,,,,,,,,,,,,,,,,,,,,,,,Sarajevo,"43.856259,18.413076",,,,,
205,4,120,9,1,Politics: Foreign Relations: USA [United States of America],,1992,0,0,1993,0,0,Miami Herald|New York Times|The Wall Street Journal|Newsweek|Vešernji List|Washington Post|Baltimore Sun|Novi Vjesnik|Atlanta Constitution|Los Angeles Times|Philadelphia Inquirer|United States Mission to the United Nations|Politika|Frankfurter Algemeine Zeitung|Borba|International Herald Tribune|Knight-Ridder Newspapers|The Stars & Stripes|,Open Media Research Institute,Textual,press clippings|agency news|,184,Folder,English|Croatian|Serbian|German|,The United States are not prepared to increase the military or diplomatic efforts against Serbia|Can Panić find a way to stop the bloodshed in former Yugoslavia?|What the US task in Yugoslavia?|US will not send troops to liberate Serbian detention camps|Clinton and his democratic colleagues in the Congress push Bush for stronger response to Serbian agression|Bush denounces ethnic cleansing by Serbs|The Senate passes a resolution approving the use of force in former Yugoslavia|The Yugoslav flag has been removed from the hall of the State Depeartment|US is worried for the possibilities of spreading the Balkan war|Empty threats will not stop Milošević|Report on an ultimatum sent to Mr. Milošević|Bush warns Serbian leaders about intervention in the Kosovo region|Warren Christopher backs tough steps against Serbs|New sanctions await for Yugoslavia|Christopher warns Serbia against expelling human rights monitors|,1992,1993,,,Beograd,"44.786568,20.448923",UN operations|Sanctions|Economic sanctions|Peacekeepers|United Nations|Concentration camps|Human rights|International law|Humanitarian aid|War victims|Mass atrocities|UN resolutions|Ethnic cleansing|Torture|Massacres|Inhumanities|Military Intervention|London Conference on Yugoslavia|Great Serbia|Oil|NATO (North Atlantic Treaty Organization)|,"Cheney, Dick|Tutwiler, Margaret|Mitterrand, François|Bush Herbert Walker, George|Clinton, Bill|Boucher, Richard|Gathier, Pierre|Zimmerman, Warren|Gore, Al|Eagleburger, Lawrence|Boutros-Ghali, Boutros|Delich Bentley, Helen|Brzezinski, Zbigniew|Gensher, Hans-Dietrich|Dole, Bob|Owen, David|Christopher, Warren|Yeltsin, Boris|Panić, Milan|Milošević, Slobodan|Gavrilović, Milan|Tuđman, Franjo|Karadžić, Radovan|Boban, Mate|Tupurkovski, Vasil|Kostić, Branko|Gligorov, Kiro|Maglić, Bogdan|",,,Press Release of the United States mission to the United Nations regarding the situation in former Yugoslavia|
,,,,,,,,,,,,,,,,,,,,,,,,,Sarajevo,"43.856259,18.413076",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Dubrovnik,"42.650661,18.094424",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Zagreb,"45.815011,15.981919",,,,,
205,4,120,9,2,Politics: Foreign Relations: USA [United States of America],,1994,0,0,1997,0,0,Washington Post|Politika|Borba|NIN|Vjesnik|The Guardian|The Wall Street Journal|The Independent|Süddeutsche Zeitung|Focus|Les Echos|New York Times|Naša Borba|Boston Globe|International Herald Tribune|Associated Press|The London Times|Die Presse|Financial Times|The Los Angeles Times|Die Welt|,Open Media Research Institute,Textual,press clippings|agency news|letters|,,Folder,English|Serbian|German|French|,"US warns Serbia to cooperate in war crime persecutions|The US-Russian plan for ending the war in former Yugoslavia is entering in a decisive phase|Clinton opposes airstrikes against Belgrade|Warren Zimmerman: we do not hate the Serbs, but the nationalist aggression|Clinton might ease sanctions against Serbia|US demands that Serbia recognizes Bosnia and Herzegovina and Croatia: in exchange the sanctions against Serbia will be lifted|The Dayton negations have just started|US praises Serbian demonstrators on the anti-government protest in Belgrade|Letters  exchanged between Warren Christopher and Slobodan Milošević|",1994,1997,,,Beograd,"44.786568,20.448923",War crimes|United States|Atrocities|Humanitarian aid|Radio Free Europe|Radio Liberty|Zlata’s diary|Soros Fund|Anti-Soros campaign|NATO (North Atlantic Treaty Organization)|Peace keeping|Genocide|Ethnic cleansing|Embargo|Recognition|Nationalism|Dayton Agreement|Elections| ,"Cassese, Antonio|Albright, Madeline|Clinton, Bill|Redman, Charles|Churkin, Vitaly|Galbraith, Peter|Soros, George|Zimmerman, Warren|Boutros-Ghali, Boutros|Goldstone, Richard|Christopher, Warren|Kozyrev, Andrei|Bildt, Carl|Holbrooke, Richard|Ivanov, Igor|Shattuck, John|Zubak, Krešimir|Izetbegović, Alija|Tuđman, Franjo|Milošević, Slobodan|Filipović, Zlata|Silajdžić, Haris|Avramović, Dragoslav|Martić, Milan|Radić, Milenko|Jovanović, Vladislav|Maštruko, Ivica|",,,"Ne mrzimo Srbe već nacionalističku agresiju (We do not hate the Serbs, but the nationalist aggression)|"
,,,,,,,,,,,,,,,,,,,,,,,,,Goražde,"43.668544,18.974854",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Sarajevo,"43.856259,18.413076",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Dubrovnik,"42.650661,18.094424",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Vukovar ,"45.345238,19.00102",,,,,
205,4,120,9,3,Politics: Foreign Relations: Vatican,,1994,0,0,1995,0,0,NIN|Naša Borba|Politika|,Open Media Research Institute,Textual,press clippings|agency news,9,Folder,Serbian|English,Vatican calls for easing of Yugoslav sanctions|Will the Pope visit Belgrade and why?|Vladislav Jovanović visited the Pope|,1994,1995,,,Beograd,"44.786568,20.448923",Sanctions|Religion|Orhodoxy|Catholic church|,"Pope John Paul|Boutros-Ghali, Boutros|Milošević, Slobodan|Patriarch Pavle|Jovanović, Vladislav|",,,
,,,,,,,,,,,,,,,,,,,,,,,,,Sarajevo,"43.856259,18.413076",,,,,
205,4,120,9,4,Politics: Government,,1992,0,0,1992,0,0,The Guardian|Christian Science Monitor|Financial Times|Večernji List|Vjesnik|Frankfurter Algemeine Zeitung|Politika|Die Welt|Die Presse|Neue Zürcher Zeitung|NIN|Večernje Novosti|New York Times|Politika|Borba|San Jose Mercury News|Los Angeles Times|The Knight-Ridder Newspapers|The Washington Post|Philadephia Inquirer|Le Monde|Süddeutsche Zeitung|Der Spiegel|Newsweek|,Open Media Research Institute,Textual,press clippings|agency news|,160,Folder,English|Serbian|Croatian|German|French|,"The Yugoslav defense minister, Veljko Kadijević, gave resignation: he is to be replaced with Blagoje Adžić|The Serbs are divided in the opinion about the formation of a third Yugoslavia|The Serbian government has radically cut the number of employees in the state administration|Interview with Budimir Košutić, ambassador of Yugoslavia in Israel|49 % of the people participating in a survey by Politika Ekspres demand resignation by Milošević|NIN announces results from a survey concerning the trust that citizen of Serbia have in their politicians: Milošević stands up with a highest rating|The lowering of the level of inflation is the main task for the new federal government|Yugoslavia got a new president in Dobrica Ćosić while the protests on the streets continue with demands for a change of government|Yugoslavia wants to offer a Prime Minister position to  a businessman from California|Milošević met with a delegation from the University of Belgrade|Ćosić meets with leaders of the political parties in Serbia|Milošević met with Panić: the solution of the Yugoslav crisis was the main topic of discussion|Milan Panić claims that his main task is stopping the war and lifting the sanctions against Yugoslavia|Report on the program of the Prime Minister of Yugoslavia, Milan Panić|Ćosić claims that cantonization  is the only viable solution for Bosnia and Herzegovina|The Yugoslav Prime Minister Panić appears to be in collision with Slobodan Milošević|Dobrica Ćosić demands resignation from Milošević|Milošević tells to Carrington that an international conference on Kosovo is not necessary|",1992,1992,,,Novi Pazar,"43.140698,20.521362",Military putsch|Ministry of Defense|Recognition|Independence|Serbian Autonomous Oblast|Great Serbia|Presidency of Yugoslavia|Survays|Politician’s ratings|Economy|Inflation|Protests|Galenika|International sanctions|Student protests|Education|University|Business|Diplomacy|,"Brovet, Stane|Vance, Cyrus|Lord Carrington, Peter|Kozyrev, Andrei|Baker, James|Hurd, Douglas|Kadijević, Veljko|Jurjević, Zvonko|Adžić, Blagoje|Babić, Milan|Milošević, Slobodan|Jović, Borisav|Kostić, Branko|Džakula, Veljko|Krajišnik, Momčilo|Karadžić, Radovan|Marković, Mihajlo|Košutić, Budimir|Božović, Radomir|Milanović, Dafina|Ranković, Miodrag|Samarđić, Slobodan|Bakočević, Aleksandar|Ćosić, Dobrica|Panić, Milan|Marković, Svetozar|Šešelj, Vojislav|Bulatović, Momir|Mićunović, Dragoljub|Rakitić, Slobodan|Adamović, Ljubiša|Đukanović, Milo|Petrović, Dragoslav|Koštunica, Vojislav|Unković, Miroslav|Tuđman, Franjo|Kovać, Oskar|Šainović, Nikola|Jovanović, Vladislav|Perišić, Đorđe|Rakić, Ljubiša|Radović, Brnako|Panić, Života|Marković, Ratko|Vuković, Miodrag|",,,Promašeni potezi (Mistaken steps)
,,,,,,,,,,,,,,,,,,,,,,,,,Split,"43.508132,16.440193",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Beograd,"44.786568,20.448923",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Sarajevo,"43.856259,18.413076",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Zagreb,"45.815011,15.981919",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Vršac,"45.118193,21.294488",,,,,
205,4,120,9,5,Politics: Government,,1992,0,0,1992,0,0,Politika|Novi Vjesnik|Slobodna Dalmacija|Frankfurter Algemeine Zeitung|Borba|Die Welt|The Independent|New York Times|The Chicago Tribune|Financial Times|Washington Post|Profil|The Guardian|Stern|Los Angeles Times|The Economist|NIN|Der Profil|Süddeutsche Zeitung|Le Nouvel Observateur|Le Monde|Neue Zürcher Zeitung|The Guardian|London Times|The Wall Street Journal|International Herald Tribune|Der Spiegel|,Open Media Research Institute,Textual,press clippings|agency news|,169,Folder,English|Serbian|Croatian|German|French|,Novi Vjesnik writes that Panić is political and diplomatic ignorant|Interview with Milan Panić|Interview with Dobrica Ćosić|Milan Panić visited Sarajevo: one journalist was killed during his visit|Panić claims that Milošević must either adopt the peace plan or resign|Signs indicate a split between Panić and Milošević|Panić faces confidence vote by the Serbian Parliament|Panić replaced the whole team of peace negotiators|Milan Panić named 5 new ministers in his Government|Ćosić claims that the aim of the government is that Yugoslavia returns to the world community|Does Milan Panić represents the hope of Yugoslavia?|Milošević: we will do everything to convince the world in the injustice of the sanctions|Radoman Božović announces new taxes as a measure to fight the UN sanctions|Milošević to run again for president|Interview with Dobrica Ćosić|Milan Panić evaluates the past 100 days of the work of his government|Milan Panić survives a parliamentary no-confidence vote|Panić’s U.S. company is hurt by the sanctions he is lobbying to overturn|Milošević claims after the elections that everybody has a duty to respect the will of the majority|The career of Milan Panić as a Yugoslav Prime Minister comes to an end|Ćosić claims that he knows nothing about any concentration camps|,1992,1992,,,Beograd,"44.786568,20.448923","War|Diplomacy|United Nations|Clown diplomacy|Military intervention|TV ABC|Round table|London Conference|Vance-Owen plan|Hurd, Douglas|Technical government|Government of experts|Taxation|Sanctions|Air force|Ethnic territories|Ethnic divisions|Great Serbia|Ceasefire|UN troops|Concentration camps| ","Thornberry, Cederic|Lord Carrington, Peter|Eagleburger, Lawrence|Major, John|Boutros-Ghali, Boutros|Lord Owen, David|Vance, Cyrus|Panić, Milan|Milošević, Slobodan|Đilas, Milovan|Ćosić, Dobrica|Koštunica, Vojislav|Rakitić, Slobodan|Maljković, Nebojša|Vuletić, Vojin|Šešelj, Vojislav|Kovač, Oskar|Đukić, Ilija|Vujičić, Milan|Maričić, Branko|Jovanović, Dragan|Rakič, Ljubiša|Lazarević, Ratko|Đukić, Ilija|Jovanović, Vladislav|Gavrilović, Žarko|Radić, Milenko|Latinović, Goran|Izetbegović, Alija|Božović, Radoman|Karadžić, Radovan|Marković, Ratko|Tuđman, Franjo|",,,
,,,,,,,,,,,,,,,,,,,,,,,,,Sarajevo,"43.856259,18.413076",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Zagreb,"45.815011,15.981919",,,,,
205,4,120,9,6,Politics: Government,,1993,1,7,1993,12,31,Der Spiegel|Borba|Politika|New York Times|Washington Post|Vjesnik|The Independent|Die Presse|Frankfurter Algemeine Zeitung|Stuttgarter Zeitung|Financial Times|The Guardian|Der Tagesspiegel|NIN|Radio Free Europe-Radio Liberty Research Institute|NIN|Süddeutsche Zeitung|Die Welt|Der Standard|Neue Zürcher Zeitung|Frankfurter Algemeine Zeitung|The European|The economist|Vreme|Wall Street Journal|,Open Media Research Institute,Textual,press clippings|agency news|research paper|,146,Folder,German|Serbian|English|,Ćosić told the Serbs that they have to choose between capitulation in Bosnia or war with the West|The Ćosić case: from patriot to betrayer|Radoje Kontić to be the next president of the federal government?|Nikola Šainović announced the intention of the new government to fight for better economic conditions|Report on the presentation of the program of the new government|Why has the former minister for trade been imprisoned?|Vladislav Jovanović claims that the federal government supports the Vance-Owen plan as a foundation for establishing peace|Milošević ousts his main opponents|Zoran Lilić was elected president of the Federal Republic of Yugoslavia|Report on the first reconstruction of the government of Nikola Šainović|Vladislav Jovanović claims that the lifting of the sanctions is the main task of the Yugoslav diplomacy|Conflict in the Serbian parliament between Milošević and Šešelj|What does early elections in Serbia mean?|Report on a meeting of Slobodan Milošević with the directors of the Yugoslav newspapers|Milošević declares war on former extreme right wing allies|Why Milošević keeps winning¬?|,1993,1993,,,Bijeljina,"44.756951,19.215022",Negotiations|War|Patriotism|Opposition|Democratic Movement of Serbia (DEPOS)|Inflation|Economy|Crimie|Vance-Owen plan|NATO (North Atlantic Treaty Organization)|UNHCR (United Nations High Commissioner for Refugees)|Isolation|Sanctions|Bombing|Peace|Hunger|DSS (Democratic Party of Serbia)|SPS (Socialist Party of Serbia)|UNSC (United Nations Security Council)|Democratization|Hague tribunal|,"Vance, Cyrus|Lord Owen, David|Milošević, Slobodan|Ćosić, Krešimir|Patriarch Pavle|Karadžić, Radovan|Mladić, Ratko|Panić, Milan|Đukanović, Milo|Kontić, Radoje|Šipovac, Nedeljko|Šešelj, Vojislav|Šainović, Nikola|Rakitić, Slobodan|Clinton, Bill|Zebić, Jovan|Telačević, Asim|Bulatović, Pavle|Blagojević, Đorđe|Unković, Milorad|Lučić, Blagoje|Stojanović, Zoran|Popović, Velibor|Lovre, Koviljko|Savović, Margit|Vlajković, Sava|Mihajlović, Velimir|Valentić, Nikica|Panić, Života|Lilić, Zoran|Petrović, Draško|Simić, Željko|Jovanović, Vladislav|",,,
,,,,,,,,,,,,,,,,,,,,,,,,,Pale,"43.811895,18.571101",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Split,"43.508132,16.440193",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Beograd,"44.786568,20.448923",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Sarajevo,"43.856259,18.413076",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Zagreb,"45.815011,15.981919",,,,,
205,4,120,10,1,Politics: Government,,1994,2,4,1994,12,20,Večernji List|Die Presse|Danas|Vjesnik|Radio Free Europe-Radio Liberty Research Institute|Borba|The Boston Globe|Financial Times|London Times|Slobodna Dalmacija|Politika|Frankfurter Algemeine Zeitung|Daily Telegraph|The Economist|The Washington Post|Süddeutsche Zeitung|Die Zeit|Associated Press|Stuttgarter Zeitung|Franfurter Rundschau|Vreme|The Guardian|The Independent|,Open Media Research Institute,Textual,press clippings|agency news|research papers|,107,Folder,Croatian|Serbian|English|German|,"Vladislav Jovanović expects the visit of Mate Granić of Belgrade|Mirko Marjanović was elected new prime minister of Serbia|Zoran Stojanović, federal minister of justice, claims that the national law has priority over the decisions of the international court for war crimes|Milošević denies any Serbian role in ethnic cleansing|Mirko Marjanović claims that the damage of the UN sanctions is 30 billion dollars|Report on the 100 days of the functioning of the government led by Mirko Marjanović|Zoran Lilić: peacemaking is of national interest|Interview with Željko Simić: how did Yugoslavia return to Europe?|Milošević sharply condemns Bosnian Serb leaders|The leadership from Pale is initiating a division among the Serbs|Milošević welcomes the plan for a Bosnian confederation|",1994,1994,,,Pale,"43.811895,18.571101",Negotiations|Ministry of Foreign Affairs|International relations|War crimes|Presidency of Yugoslavia|Military court|JNA (Yugoslav People’s Army)|SPO (Serbian Renewal Movement)|SPS (Socialist Party of Serbia)|Souvereignty|United Nations|Embargo|Ethnic cleansing|Sanctions|Economy|Trade|National Bank of Yugoslavia|Conflicts|War|Confederation|Peace plan|,"Granić, Mate|Simić, Željko|Martić, Milan|Jovanović, Vladislav|Kostić, Branko|Jović, Borisav|Bajramović, Sejdo|Kadijević, Veljko|Adžić, Blagoje|Avramović, Života|Rašeta, Andrija|Parašević, Dobrašin|Dozet, Đorđe|Popović-Perišić, Nada|Miličević, Leposava|Marković, Ratko|Radulović, Slobodan|Krstić, Svetozar|Mladenović, Dragoslav|Aleksić, Jordan|Marjanović, Mirko|Stojanović, Zoran|Milošević, Slobodan|Lilić, Zoran|Karadžić, Radovan|Šešelj, Vojislav|Bulatović, Pavle|",,,
,,,,,,,,,,,,,,,,,,,,,,,,,Zagreb,"45.815011,15.981919",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Beograd,"44.786568,20.448923",,,,,
205,4,120,10,2,Politics: Government,,1995,1,30,1997,2,25,Borba|Naša Borba|Liberation|Frankfurter Rundschau|Süddeutsche Zeitung|Wall Street Journal|Handelsblatt|Neue Zürcher Zeitung|Politika|The New York Times|The Los Angeles Times|The Guardian|Die Welt|Die Tageszeitung|Der Spiegel|The London Times|Time|TRT TV|Die Presse|International Herald Tribune|Frankfurter Algemeine Zeitung|Vreme|,Open Media Research Institute,Textual,press clippings|agency news|mails|,137,Folder,Serbian|Croatian|English|German|French|,"Report on a research on the value orientation of students in Serbia|The Federal Yugoslav government reacts on a report on the media in the country by the UN Commission on Human Rights|The Serbian leader signals receptivity to the West|The Prime Minister Marjanović claims that the government is realizing a politic of peace, economic recovery and the functioning of the rule of law|Milošević: the war is over, it is time to turn towards peace, building and economic recovery|Reconstruction in the government: the names of six new ministers have been announced|Western governments increase pressure on Milošević|Slobodan Milošević cancelled the meeting with Elisabeth Rehn|",1995,1997,,,Sarajevo,"43.856259,18.413076",Peace|Peace Plan|Sovereignty|Contact group|JNA (Yugoslav People’s Army)|United Nations|Ceasefire|UNPROFOR (The United Nations Protection Force)|Media freedom|Economy|Pensioners|Sanctions|Human Rights|Atrocities|Truth Commission|Traffic|Constitution| War|Criminal|,"Mazowiecki, Tadeusz|Boutros-Ghali, Boutros|Rehn, Elisabeth|Stojanović, Zoran|Milošević, Slobodan|Karadžić, Radovan|Jovanović, Vladislav|Tuđman, Franjo|Marjanović, Mirko|Filipović, Muhamed|Temić, Dragan|Drašković, Vuk|Kontić, Radoje|Lilić, Zoran|Savović, Margit|Jokić, Aleksa|Đinđić, Zoran|Kandić, Nataša|",,,
,,,,,,,,,,,,,,,,,,,,,,,,,Beograd,"44.786568,20.448923",,,,,
205,4,120,10,3,Politics: Government: Human Rights,,1992,4,22,1994,8,15,Frankfurter Algemeine Zeitung|Borba|Die Presse|,Open Media Research Institute,Textual,press clippings|agency news|,25,Folder,German|Serbian|English| ,"Ethnic minorities claim that Serbia wants to expel them|Talk with Margit Savović, minister for human rights in the Federal Republic of Yugoslavia|Amnesty international claims that the Serbian volunteers and the Yugoslav Army are guilty of abuses|Report on torture of Muslims in Yugoslavian prisons|Reports on political repression in Sandžak|",1992,1994,,,Banja Luka,"44.772181,17.191",Minorities|Media freedom|Conference on Security and Co-operation in Europe (CSCE) |Amnesty International|United Nations|War crimes|Abuses|Humanitarian Law Center|Political repression|Violence|,"Bandžović, Safet|Simeunović, Dragan|Fila, Toma|Pajović, Borivoje|Borović, Borivoje|Šoškić, Slobodan|Hajdarević, Azem|Grubač, Momčilo|Savović, Margit|Hadžić, Harun|",,,
,,,,,,,,,,,,,,,,,,,,,,,,,Beograd,"44.786568,20.448923",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Bijeljina,"44.756951,19.215022",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Zenica,"44.203439,17.907743",,,,,
205,4,120,10,4,Politics: Local Government: General,,1992,0,0,1996,0,0,Politika|Vreme|,Open Media Research Institute,Textual,press clippings|,4,Folder,Serbian|,Local elections in Serbia to be organized by the summer|,1992,1996,,,Beograd,"44.786568,20.448923",SPS (Socialist Party of Serbia)|Elections|Media|,"Škundrić, Petar|Trifunović, Bogdan|Bakočević, Aleksandar|Milošević, Slobodan|Marković, Mira|",,,
205,4,120,10,5,Politics: Local Government: A - Z,,1992,0,0,1995,0,0,Naša Borba|Politika|Politika|NIN|Vreme|Borba|,Open Media Research Institute,Textual,press clippings|agency news|,38,Folder,Serbian|English|,"The Bosnian Serbs hold a referendum on the proposed maps by the Contact Group|What did the Humanitarian Law Center forget to write in their report on the human rights violations in Sandžak?|Intellectuals from Sandžak demand that the Muslims in Serbia are referred to as Bosniaks|Nebojša Čović, major of Belgrade, claims that the peace will provide a fast development of the city|The Presidency of Serbia presented the project “Belgrade on Sava”|",1992,1995,,,Čačak,"43.891414,20.350165",Real estates|Ušće|Human rights|Weapon|Kotor|Maps|Ethnic divisions|Identity politics|Autonomy|Urbanity|Taxation|War profiteers|,"Nedeljković, Dušan|Penezić, Slobodan|Memić, Mahmud|Šarenkapić, Šaban|Izetbegović, Alija|Milošević, Slobodan|Čović, Nebojša|Marjanović, Mirko|Minović, Živorad|Bojić, Milivoje|Ilić, Mile|",,,
,,,,,,,,,,,,,,,,,,,,,,,,,Beograd,"44.786568,20.448923",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Sombor,"45.773295,19.115147",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Priboj,"43.582757,19.526661",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Niš,"43.317750, 21.907438",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Ljubovija,"44.205799,19.427524",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Bratunac,"44.185879,19.332615",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Loznica,"42.996376,21.944034",,,,,
205,4,120,10,6,Politics: Nationalism,,1992,1,15,1993,12,28,New York Times|Frankfurter Rundschau|Frankfurter Algemeine Zeitung|Wall Street Journal| Südosteuropa|Die Presse|International Herald Tribune|Slobodna Dalmacija|NIN|Politika|Borba|Die Zeit|Stuttgarter Zeitung|The Time|The Guardian|The Knight-Ridder Newspapers|Dissent|Osteuropa|Washington Post|Les temps moderns|Canadian Review of Studies of Nationalism|Vjesnik|Time|The New York Review|Der Spiegel|Österreichische Militärische Zeitschrift|National Review|Foreign Affairs|Liberation|Die Tageszeitung|Vreme|Neue Zürcher Zeitung|,Open Media Research Institute,Textual,press clippings|agency news|research papers|journal contents|,246,Folder,English|German|Serbian|Croatian|French|,Many Yugoslavs lament the failure of their nation|Mojmir Križan writes on the nationalisms in Yugoslavia: from post-communist national emancipation to war|Hans-Michael Miedlig writes on the reasons and the background of the actual national conflicts in the Yugoslav countires|Yugoslavs are concluding that their war did them no good|On the trauma of the Serbs|Do the Serbs fight against the Turks as in the past?|Some comparisons between Serbian and Nazi actions|On the heroic poetry of the Serbs|The roots of the idea of Great Serbia|Momčilo Krajišnik: the West creates Great Croatia|The time of the false patriots|Serbian nationalists vow never to accept the peace plan|Nationalism on the rise in a post-communist era|On the division between Serbs and Serbians|On the revenge for former atrocites|Will Serbia and Croatia be able to agree?|,1992,1993,,,Beograd,"44.786568,20.448923",Yugoslavism|Serbianity|Great  Serbia|Ethnic borders|Ethnic countries|Disintegration|Nationalism| War|Ethnic conflicts|Refugees|Solidarity|Trauma|Second World War|Heroes|UNPROFOR (The United Nations Protection Force)|JNA (Yugoslav People’s Army)|Ottoman rule|Poetry|Ethnic cleansing|SANU (Serbian Academy of Sciences and Arts)|SPS (Socialist Party of Serbia)|Paramilitiaries|Serbian chetnik movement “Ravna Gora”|Religion|Historiogrpahy|Conservatives|Ethnic nation|Separatism|Cyrillic alphabet|Monarchy|Communism|SANU Memorandum|,"Đuretić, Veselin|Vance, Cyrus|Lord Carrington, Peter|Churkin, Vitaly|Santer, Jacques|Delors, Jacques|Wynaendts, Henry|Milošević, Slobodan|Tuđman, Franjo|Crnčević, Brana|Garašanin, Ilija|Srejović, Dragoslav|Stojanović, Svetozar|Zelenović, Jagoš|Panić, Milan|Šešelj, Vojislav|Panić, Milan|Šaranović, Mihailo|Marović, Svetozar|Ćosić, Dobrica|Krajišnik, Momčilo|Gračanin, Petar|Čkrebić, Dušan|Broz Tito, Josip|Ljubičić, Nikola|Stambolić, Ivan|Smole, Jože|Anđelković, Radmila|Drnovšek, Janez|Košutić, Budimir|Bajramović, Sejdo|Plavšić, Biljana|Đujić, Momčilo|Babić, Milan|Karadžić, Radovan|Mičunović, Dragoljub| Kljakić, Ljubomir|Isaković, Antonije|Minić, MIloš|Medaković, Dejan|Matić, Milan|Božović, Radoman|Maksimović, Ivan|",,,
,,,,,,,,,,,,,,,,,,,,,,,,,Podgorica,"42.441286,19.262892",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Zagreb,"45.815011,15.981919",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Bijeljina,"44.756951,19.215022",,,,,
